headliner_name,event_date,event_venue,event_status,venue_address,artist_genre,ticket_link,n_listeners,artist_playcount,top_album,album_playcount
Erika Wennerstrom,2023-12-14,Radio/East,scheduled,"3504 Montopolis Drive, Austin Texas 78744",[],https://link.dice.fm/Od66651b966a,202928,1400620,Sweet Unknown,62670.0
A.J. Croce,2023-12-14,DeVitt Jones Theater at The Buddy Holly Hall,scheduled,"1300 Mac Davis Lane, Lubbock Texas 79401",[],https://www.buddyhollyhall.com/venue/helen-devitt-jones-theater/?utm_source=jambase,202928,1400620,A.J. Croce,15572.0
Thelma and the Sleaze,2023-12-14,Hotel Vegas,scheduled,"1502 East 6th Street, Austin Texas 78702",[],https://link.dice.fm/h2f3058fb29d,202928,1400620,"Fuck, Marry, Kill",9510.0
Walker Lukens,2023-12-14,The Heights Theater,scheduled,"339 West 19th Street, Houston Texas 77008",['indie'],http://theheightstheater.com/?utm_source=jambase,202928,1400620,Every Night,21883.0
The Iron Maidens,2023-12-14,Granada Theater,scheduled,"3524 Greenville Ave, Dallas Texas 75206",[],https://www.granadatheater.com/?utm_source=jambase,202928,1400620,World's Only Female Tribute to Iron Maiden,56782.0
Sofar Sounds Austin Secret Concert,2023-12-14,Sofar Sounds South Congress,scheduled,", Austin Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/51997,202928,1400620,,
The Lonely Hearts Club,2023-12-14,Sam’s Burger Joint,scheduled,"330 East Grayson Street, San Antonio Texas 78215",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=572478&afflky=369NMM,202928,1400620,Beat Freak,143.0
Rocky Mountain High Experience: A John Denver Tribute,2023-12-14,Tobin Center for the Performing Arts,scheduled,"100 Auditorium Cir, San Antonio Texas 78205",[],https://www.tobincenter.org/?utm_source=jambase,202928,1400620,,
Chrome Waves,2023-12-14,Come and Take It Live,scheduled,"2015 E. Riverside Dr., Austin Texas 78741",[],https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/51652593/chrome-waves-austin-come-and-take-it-live,202928,1400620,Chrome Waves,23657.0
Yung Gravy,2023-12-15,The Factory in Deep Ellum,scheduled,"2713 Canton Street, Dallas Texas 75226",['hip-hop-rap'],https://www.axs.com/events/508195/unsilent-night-ft-yung-gravy-100gecs-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Sensational,4316834.0
Anita Baker,2023-12-15,Toyota Center,scheduled,"1510 Polk Street, Houston Texas 77002","['funk', 'jazz', 'rhythm-and-blues-soul']",https://www.axs.com/events/456345/anita-baker-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Rapture,903451.0
Cody Jinks,2023-12-14,Billy Bobs,scheduled,"2520 Rodeo Plz, Fort Worth Texas 76164","['country-music', 'rock']",https://www.axs.com/events/508865/a-cody-jinks-christmas-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,Adobe Sessions,600632.0
James Smith,2023-12-13,3TEN Austin City Limits Live,scheduled,"310 Willie Nelson Blvd, Suite 1A, Austin Texas 78701",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fjames-smith-live-the-c-word-austin-texas-12-13-2023%2Fevent%2F3A005E7EC7325F18,202928,1400620,Tell Me That You Love Me,314848.0
AM/FM – The 70’s Rock Experience,2023-12-10,RISE Rooftop,scheduled,"2600 Travis, Houston Texas 77006",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=571831&afflky=369NMM,202928,1400620,,
The 5 Browns,2023-12-13,HEB Performance Hall at Tobin Center,scheduled,"100 Auditorium Cir, San Antonio Texas 78205",[],https://www.tobincenter.org/venues/h-e-b-performance-hall?utm_source=jambase,202928,1400620,No Boundaries,14076.0
Neffex,2023-12-11,Ruins,scheduled,"2653 Commerce St, Dallas Texas 75226","['edm', 'hip-hop-rap']",https://www.ruinsdeepellum.com/?utm_source=jambase,202928,1400620,Fight Back: The Collection,1067881.0
Tauren Wells,2023-12-11,Music Hall at Fair Park,scheduled,"909 1st Ave, Dallas Texas 75210",['christian'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthis-is-jesus-a-christmas-worship-dallas-texas-12-11-2023%2Fevent%2F0C005F08B5ED23A8,202928,1400620,Hills and Valleys (Deluxe Edition),309077.0
Macy Gray,2023-12-11,Antone’s,scheduled,"305 E 5th St, Austin Texas 78701",['rhythm-and-blues-soul'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fmacy-gray-austin-texas-12-11-2023%2Fevent%2F3A005EC1FB076EE0,202928,1400620,On How Life Is,2729087.0
Jazmin Bean,2023-12-11,The Cambridge Room at House Of Blues,scheduled,"2200 N. Lamar Street, Dallas Texas 75202",['rock'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fjazmin-bean-the-terrified-tour-dallas-texas-12-11-2023%2Fevent%2F0C005F01E8A44633,202928,1400620,Worldwide Torture,3492615.0
Big Wreck,2023-12-11,The Bronze Peacock at House of Blues,scheduled,"1204 Caroline St, Houston Texas 77002","['indie', 'rock']",https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fbig-wreck-houston-texas-12-11-2023%2Fevent%2F3A005F0A691B12FD,202928,1400620,In Loving Memory Of...,259350.0
A.J. Croce,2023-12-11,Majestic Theatre,scheduled,"1925 Elm Street, Dallas Texas 75201",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fcroce-plays-croce-50th-anniversary-of-dallas-texas-12-11-2023%2Fevent%2F0C005EB3EEB0602E,202928,1400620,A.J. Croce,15572.0
Neffex,2023-12-12,Ruins,scheduled,"2653 Commerce St, Dallas Texas 75226","['edm', 'hip-hop-rap']",https://www.ruinsdeepellum.com/?utm_source=jambase,202928,1400620,Fight Back: The Collection,1067881.0
Lonestar,2023-12-12,Eisemann Center,scheduled,"2351 Performance Drive, Richardson Texas 75082",['country-music'],https://www.eisemanncenter.com/?utm_source=jambase,202928,1400620,Lonely Grill,921148.0
Macy Gray,2023-12-12,House of Blues,scheduled,"1204 Caroline St, Houston Texas 77002",['rhythm-and-blues-soul'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fmacy-gray-houston-texas-12-12-2023%2Fevent%2F3A005F12DEF25D03,202928,1400620,On How Life Is,2729087.0
Blue October,2023-12-12,Wagner Noel Performing Arts Center,scheduled,"1310 N. FM1788, Midland Texas 78611","['pop', 'rock']",https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/7550717/blue-october-spinning-the-truth-around-part-iitour-midland-wagner-no%C3%ABl-performing-arts-center?utm_source=jambase&utm_campaign=jambase,202928,1400620,Foiled,5467534.0
Dave Koz,2023-12-12,Abraham Chavez Theatre,scheduled,"1 Civic Center Plaza, El Paso Texas 79901",['jazz'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fdave-koz-and-friends-christmas-tour-el-paso-texas-12-12-2023%2Fevent%2F0C005F5BEDB55115,202928,1400620,The Dance,367847.0
Big Wreck,2023-12-12,The Studio at The Factory,scheduled,"2727 Canton Street, Dallas Texas 75226","['indie', 'rock']",https://www.axs.com/events/497599/big-wreck-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,In Loving Memory Of...,259350.0
A.J. Croce,2023-12-12,Tobin Center for the Performing Arts,scheduled,"100 Auditorium Cir, San Antonio Texas 78205",[],https://www.tobincenter.org/?utm_source=jambase,202928,1400620,A.J. Croce,15572.0
Edgar Blue,2023-12-12,Three Links Event Center,scheduled,"2704 Elm St, Dallas Texas 75303",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=525364&afflky=369NMM,202928,1400620,,
Deezie Brown,2023-12-12,Antone’s,scheduled,"305 E 5th St, Austin Texas 78701",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fdeezie-brown-malih-baptiste-los-hemet-austin-texas-12-12-2023%2Fevent%2F3A005F69BEEE467E,202928,1400620,Judith,5973.0
T.I.,2023-12-13,Bruton Theatre,scheduled,"650 S Griffin St, Dallas Texas 75270","['hip-hop-rap', 'pop']",https://thevendry.com/venue/27068/kay-bailey-hutchison-convention-center-dallas-dallas-tx/space/44720?utm_source=jambase,202928,1400620,Paper Trail,9152181.0
Tauren Wells,2023-12-13,Julie Rogers Theatre,scheduled,"765 Pearl St, Beaumont Texas 77701",['christian'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fthis-is-jesus-a-christmas-worship-beaumont-texas-12-13-2023%2Fevent%2F3A005EFB8D9F2084,202928,1400620,Hills and Valleys (Deluxe Edition),309077.0
Macy Gray,2023-12-13,The Factory in Deep Ellum,scheduled,"2713 Canton Street, Dallas Texas 75226",['rhythm-and-blues-soul'],https://www.axs.com/events/499425/macy-gray-an-intimate-seated-show-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,On How Life Is,2729087.0
Blue October,2023-12-13,DeVitt Jones Theater at The Buddy Holly Hall,scheduled,"1300 Mac Davis Lane, Lubbock Texas 79401","['pop', 'rock']",https://etix.prf.hn/click/camref:1101lGKCg/destination:https://www.etix.com/ticket/p/6261217/blue-october-lubbock-the-buddy-holly-hall-helen-devitt-jones-theater?utm_source=jambase&utm_campaign=jambase,202928,1400620,Foiled,5467534.0
Yussef Dayes,2023-12-13,RISE Rooftop,scheduled,"2600 Travis, Houston Texas 77006","['indie', 'jazz', 'rhythm-and-blues-soul']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=558037&afflky=369NMM,202928,1400620,Black Classical Music,287476.0
BoomBox,2023-12-13,Rockefeller Hall,scheduled,"3620 Washington Ave, Houston Texas 77007","['edm', 'jamband', 'livetronica']",http://www.rockefellershouston.com/?utm_source=jambase,202928,1400620,Visions of Backbeat,364585.0
Hamilton Leithauser,2023-12-13,Howards Bar & Club,scheduled,"1130 West 6th Street, Austin Texas 78703","['indie', 'indie-rock', 'rock']",No Ticket Link,202928,1400620,I Had a Dream That You Were Mine,500375.0
Scott H. Biram,2023-12-13,Sam’s Burger Joint,scheduled,"330 East Grayson Street, San Antonio Texas 78215","['americana', 'country-music', 'folk', 'indie', 'punk', 'rock']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=573066&afflky=369NMM,202928,1400620,The Dirty Old One Man Band,169328.0
Worry Club,2023-12-13,Antone’s,scheduled,"305 E 5th St, Austin Texas 78701","['indie', 'pop']",https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fworry-club-austin-texas-12-13-2023%2Fevent%2F3A005F69A473383D%3Futm_content%3Dhotevent,202928,1400620,In My Ear,96577.0
Braxton Keith,2023-12-13,The Lowbrow Palace,scheduled,"111 Robinson Ave, El Paso Texas 79902",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=569126&afflky=369NMM,202928,1400620,Neon Dreams,12186.0
Thelma and the Sleaze,2023-12-13,Tulips,scheduled,"112 St. Louis Ave, Fort Worth Texas 76104",[],http://tulipsftw.com/?utm_source=jambase,202928,1400620,"Fuck, Marry, Kill",9510.0
Sofar Sounds Dallas / Fort Worth Secret Concert,2023-12-13,Sofar Sounds Design District,scheduled,", Dallas Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/51536,202928,1400620,,
Andrew Michael Wells,2023-12-20,The Rock Box,scheduled,"1223 E Houston St, San Antonio Texas 78205",[],http://www.therockboxsa.com/?utm_source=jambase,202928,1400620,(null),1.0
Pentatonix,2023-12-21,Moody Center,scheduled,"2001 Robert Dedman Dr, Austin Texas 78712",['pop'],https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fpentatonix-the-most-wonderful-tour-of-austin-texas-12-21-2023%2Fevent%2F3A005F0FC64E4704,202928,1400620,Pentatonix (Deluxe Version),1845413.0
Los Tigres del Norte,2023-11-24,La Hacienda Events Center,scheduled,"12600 State Highway 191, Midland Texas 79707",['latin'],https://www.haciendamidland.com/?utm_source=jambase,202928,1400620,Gracias America Sin Fronteras,239361.0
Sofar Sounds Austin Secret Concert,2024-01-11,Sofar Sounds East 5th,scheduled,", Austin Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/52680,202928,1400620,,
Reason,2024-01-08,The Cambridge Room at House Of Blues,scheduled,"2200 N. Lamar Street, Dallas Texas 75202",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Freason-off-the-porch-tour-dallas-texas-01-08-2024%2Fevent%2F0C005F57E6D8295B,202928,1400620,New Beginnings,1491752.0
Smoking Popes,2024-01-09,Paper Tiger,scheduled,"2410 N St Mary's St, San Antonio Texas 78212",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=576676&afflky=369NMM,202928,1400620,Destination Failure,610585.0
Reason,2024-01-09,The Bronze Peacock at House of Blues,scheduled,"1204 Caroline St, Houston Texas 77002",[],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Freason-off-the-porch-tour-houston-texas-01-09-2024%2Fevent%2F3A005F588836127C,202928,1400620,New Beginnings,1491752.0
The Charlatans UK,2024-01-10,House Of Blues,scheduled,"2200 N. Lamar Street, Dallas Texas 75202",['rock'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fthe-charlatans-ride-north-american-tour-dallas-texas-01-10-2024%2Fevent%2F0C005F3215B565EC,202928,1400620,Some Friendly,1280765.0
The Spits,2024-01-10,Paper Tiger,scheduled,"2410 N St Mary's St, San Antonio Texas 78212","['indie', 'punk', 'rock']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=575707&afflky=369NMM,202928,1400620,the Spits,328192.0
Smoking Popes,2024-01-10,The Parish,scheduled,"214 E. Sixth St, Austin Texas 78701",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=576660&afflky=369NMM,202928,1400620,Destination Failure,610585.0
The Charlatans UK,2024-01-11,Emo’s Austin,scheduled,"2015 E Riverside Dr, Austin Texas 78741",['rock'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fthe-charlatans-ride-north-american-tour-austin-texas-01-11-2024%2Fevent%2F3A005F2FEB216211,202928,1400620,Some Friendly,1280765.0
Shenandoah,2024-01-11,Arena Theatre Houston,scheduled,"7326 Southwest Freeway, Houston Texas 77074",['country-music'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fshenandoah-houston-texas-01-11-2024%2Fevent%2F3A005EF3C442472B,202928,1400620,15 Favorites,162778.0
The Lone Bellow,2024-01-11,The Heights Theater,scheduled,"339 West 19th Street, Houston Texas 77008","['americana', 'folk', 'indie']",http://theheightstheater.com/?utm_source=jambase,202928,1400620,The Lone Bellow,519928.0
Levi Hummon,2024-01-11,3TEN Austin City Limits Live,scheduled,"310 Willie Nelson Blvd, Suite 1A, Austin Texas 78701",['country-music'],https://3tenaustin.com/?utm_source=jambase,202928,1400620,Stupid,18640.0
Joe Krown,2024-01-11,Antone’s,scheduled,"305 E 5th St, Austin Texas 78701",['blues'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fjoe-krown-and-papa-mali-austin-texas-01-11-2024%2Fevent%2F3A005F589D2019D0,202928,1400620,New Orleans Piano Rolls,4140.0
Sweet Lizzy Project,2024-01-11,Sundown at Granada,scheduled,"3520 Greenville Ave., Dallas Texas 75206",['indie'],https://sundownatgranada.com/?utm_source=jambase,202928,1400620,Pirate Radio,1521.0
Sam Blacky,2024-01-11,Green Light Social,scheduled,"2625 Floyd Street, Dallas Texas 75204",[],https://link.dice.fm/x10da1bfb6e4,202928,1400620,Body,9869.0
Sofar Sounds Dallas / Fort Worth Secret Concert,2024-01-11,Sofar Sounds Fair Park,scheduled,", Dallas Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/52822,202928,1400620,,
Forgotten Space,2023-12-31,Granada Theater,scheduled,"3524 Greenville Ave, Dallas Texas 75206",[],https://www.prekindle.com/promo/id/532452769039515135,202928,1400620,"2011.08.05 The Green Elephant - Dallas, TX",114.0
Ruben Ramos,2024-01-11,The Plaza Theatre,scheduled,"125 Pioneer Plaza, El Paso Texas 79901",[],https://elpasolive.com/venues/plaza-theatre?utm_source=jambase,202928,1400620,El Gato Negro Con Mariachi,1281.0
The Joe Panther Band,2024-01-11,Sam’s Burger Joint,scheduled,"330 East Grayson Street, San Antonio Texas 78215",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=576970&afflky=369NMM,202928,1400620,,
Kem,2024-01-12,Arena Theatre Houston,scheduled,"7326 Southwest Freeway, Houston Texas 77074",['rhythm-and-blues-soul'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fkem-houston-texas-01-12-2024%2Fevent%2F3A005F44DEF62848,202928,1400620,Album II,478797.0
Mr. Big,2024-01-12,RISE Rooftop,scheduled,"2600 Travis, Houston Texas 77006","['metal', 'pop', 'rock']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=567967&afflky=369NMM,202928,1400620,Lean Into It,1280663.0
The Charlatans UK,2024-01-12,House of Blues,scheduled,"1204 Caroline St, Houston Texas 77002",['rock'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fthe-charlatans-ride-north-american-tour-houston-texas-01-12-2024%2Fevent%2F3A005F308E2D1BD8,202928,1400620,Some Friendly,1280765.0
Snakehips,2024-01-12,Komodo Lounge,scheduled,"2550 Pacific Avenue, Dallas Texas 75226","['edm', 'indie', 'pop']",https://www.tixr.com/groups/komododallas/events/snakehips-84046?utm_source=jambase&utm_campaign=jambase,202928,1400620,All My Friends (feat. Tinashe & Chance the Rapper),1464758.0
The Lone Bellow,2024-01-12,Charlie McCombs Empire Theatre,scheduled,"266 N. St. Mary's St., San Antonio Texas 78205","['americana', 'folk', 'indie']",https://www.majesticempire.com/?utm_source=jambase,202928,1400620,The Lone Bellow,519928.0
Ian Asher,2024-01-12,The Lowbrow Palace,scheduled,"111 Robinson Ave, El Paso Texas 79902",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=575194&afflky=369NMM,202928,1400620,God On The Weekend,69897.0
Mike Ryan,2024-01-12,House Of Blues,scheduled,"2200 N. Lamar Street, Dallas Texas 75202",['country-music'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fmike-ryan-dallas-texas-01-12-2024%2Fevent%2F0C005F57DAAF2595,202928,1400620,Blink You'll Miss It,111473.0
Randall King,2024-01-12,Billy Bobs,scheduled,"2520 Rodeo Plz, Fort Worth Texas 76164","['americana', 'country-music', 'folk']",https://billybobstexas.com/?utm_source=jambase,202928,1400620,Shot Glass,94452.0
Levi Hummon,2024-01-12,The Bronze Peacock at House of Blues,scheduled,"1204 Caroline St, Houston Texas 77002",['country-music'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Flevi-hummon-houston-texas-01-12-2024%2Fevent%2F3A005F62DD434171,202928,1400620,Stupid,18640.0
Rob Baird,2024-01-12,Antone’s,scheduled,"305 E 5th St, Austin Texas 78701",['country-music'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Frob-baird-austin-texas-01-12-2024%2Fevent%2F3A005F58995C1897,202928,1400620,Wrong Side of the River,72316.0
NIIKO X SWAE,2024-01-12,Superstition,scheduled,"112 E Riverside Dr, Austin Texas 78704",[],https://link.dice.fm/j24d71d8eae0,202928,1400620,Push And Pull,11574.0
"Slaughter Beach, Dog",2024-01-07,Tulips,scheduled,"112 St. Louis Ave, Fort Worth Texas 76104","['folk', 'indie', 'indie-rock', 'punk', 'rock']",http://tulipsftw.com/?utm_source=jambase,202928,1400620,Birdie,4107964.0
Electric Love Temple,2024-01-07,RISE Rooftop,scheduled,"2600 Travis, Houston Texas 77006",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=575954&afflky=369NMM,202928,1400620,,
1999 – A Tribute to Prince,2024-01-06,Arlington Music Hall,scheduled,"224 N Center St, Arlington Texas 76011",[],https://arlingtonmusichall.net/?utm_source=jambase,202928,1400620,,
The Pink Floyd Laser Spectacular,2024-01-06,House Of Blues,scheduled,"2200 N. Lamar Street, Dallas Texas 75202",[],https://www.houseofblues.com/dallas/events?utm_source=jambase,202928,1400620,,
Icon,2023-12-31,NOTO Houston,scheduled,"3215 McKinney Street, Houston Texas 77003",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=576350&afflky=369NMM,202928,1400620,Night of the Crime,113181.0
One More Time – A Tribute to Daft Punk,2023-12-31,Stereo Live Dallas,scheduled,"2711 Storey Ln, Dallas Texas 75220",[],https://www.stereolive.com/dallas/?utm_source=jambase,202928,1400620,,
Skyrocket!,2023-12-31,Last Concert Cafe,scheduled,"1403 Nance St, Houston Texas 77002",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=573131&afflky=369NMM,202928,1400620,,
DJ VIRUS,2023-12-31,It’ll Do,scheduled,"4322 Elm Street, Dallas Texas 75226",[],https://www.eventbrite.com/e/the-church-presents-new-years-eve-w-dj-virus-tickets-734027053677,202928,1400620,HARDSTYLE VOL. 4,1078.0
The Blessed Madonna,2024-01-01,The Concourse Project,scheduled,"8509 Burleson Road, Austin Texas 78719",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=573787&afflky=369NMM,202928,1400620,Serotonin Moonbeams,169080.0
Haley Reinhart,2024-01-03,Arlington Music Hall,scheduled,"224 N Center St, Arlington Texas 76011",['pop'],https://arlingtonmusichall.net/?utm_source=jambase,202928,1400620,Better,847111.0
Mason Lively,2024-01-03,Main Street Crossing,scheduled,"111 West Main Street, Tomball Texas 77375",['country-music'],https://mainstreetcrossing.com/?utm_source=jambase,202928,1400620,Mason Lively,6704.0
Haley Reinhart,2024-01-04,Jo Long Theatre,scheduled,"226 N Hackberry, San Antonio Texas 78202",['pop'],https://ticketmaster.evyy.net/c/252938/271177/4272?u=https%3A%2F%2Fwww.ticketmaster.com%2Fhaley-reinhart-san-antonio-texas-01-04-2024%2Fevent%2F3A005F0A88B81A1D,202928,1400620,Better,847111.0
"Slaughter Beach, Dog",2024-01-04,House of Blues,scheduled,"1204 Caroline St, Houston Texas 77002","['folk', 'indie', 'indie-rock', 'punk', 'rock']",https://ticketmaster.evyy.net/c/252938/264167/4272?u=https%3A%2F%2Fconcerts.livenation.com%2Fslaughter-beach-dog-houston-texas-01-04-2024%2Fevent%2F3A005EE5C83E280F,202928,1400620,Birdie,4107964.0
Sofar Sounds Austin Secret Concert,2024-01-04,Sofar Sounds Downtown,scheduled,", Austin Texas ",[],https://sofarsounds.sjv.io/c/252938/1332467/16078?u=https://www.sofarsounds.com/events/53075,202928,1400620,,
Owen Temple,2024-01-04,Sam’s Burger Joint,scheduled,"330 East Grayson Street, San Antonio Texas 78215",[],http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=573261&afflky=369NMM,202928,1400620,Stories They Tell,16891.0
Josh Abbott Band,2024-01-05,Billy Bobs,scheduled,"2520 Rodeo Plz, Fort Worth Texas 76164",['country-music'],https://www.axs.com/events/505256/josh-abbott-band-tickets?cid=usaffjambase&utm_source=jambase&utm_campaign=jambase,202928,1400620,She's Like Texas,260719.0
"Slaughter Beach, Dog",2024-01-05,Paper Tiger,scheduled,"2410 N St Mary's St, San Antonio Texas 78212","['folk', 'indie', 'indie-rock', 'punk', 'rock']",http://www.seetickets.us/wafform.aspx?_act=refevent&_pky=559053&afflky=369NMM,202928,1400620,Birdie,4107964.0
